state,county,county_name,state_name
05,079,lincoln,arkansas
05,081,little river,arkansas
05,083,logan,arkansas
05,085,lonoke,arkansas
05,087,madison,arkansas
05,089,marion,arkansas
05,091,miller,arkansas
05,093,mississippi,arkansas
05,095,monroe,arkansas
05,097,montgomery,arkansas
05,099,nevada,arkansas
05,101,newton,arkansas
05,103,ouachita,arkansas
05,105,perry,arkansas
05,107,phillips,arkansas
05,109,pike,arkansas
05,111,poinsett,arkansas
05,113,polk,arkansas
05,115,pope,arkansas
05,117,prairie,arkansas
05,119,pulaski,arkansas
05,121,randolph,arkansas
05,123,st. francis,arkansas
05,125,saline,arkansas
05,127,scott,arkansas
05,129,searcy,arkansas
05,131,sebastian,arkansas
05,133,sevier,arkansas
05,135,sharp,arkansas
05,137,stone,arkansas
05,139,union,arkansas
05,141,van buren,arkansas
05,143,washington,arkansas
05,145,white,arkansas
05,147,woodruff,arkansas
05,149,yell,arkansas
06,001,alameda,california
06,003,alpine,california
06,005,amador,california
06,007,butte,california
06,009,calaveras,california
06,011,colusa,california
06,013,contra costa,california
06,015,del norte,california
06,017,el dorado,california
06,019,fresno,california
06,021,glenn,california
06,023,humboldt,california
06,025,imperial,california
06,027,inyo,california
06,029,kern,california
06,031,kings,california
06,033,lake,california
06,035,lassen,california
06,037,los angeles,california
06,039,madera,california
06,041,marin,california
06,043,mariposa,california
06,045,mendocino,california
06,047,merced,california
06,049,modoc,california
06,051,mono,california
06,053,monterey,california
06,055,napa,california
06,057,nevada,california
06,059,orange,california
06,061,placer,california
06,063,plumas,california
06,065,riverside,california
06,067,sacramento,california
06,069,san benito,california
06,071,san bernardino,california
06,073,san diego,california
06,075,san francisco,california
06,077,san joaquin,california
06,079,san luis obispo,california
06,081,san mateo,california
06,083,santa barbara,california
06,085,santa clara,california
06,087,santa cruz,california
06,089,shasta,california
06,091,sierra,california
06,093,siskiyou,california
06,095,solano,california
06,097,sonoma,california
06,099,stanislaus,california
06,101,sutter,california
06,103,tehama,california
06,105,trinity,california
06,107,tulare,california
06,109,tuolumne,california
06,111,ventura,california
06,113,yolo,california
06,115,yuba,california
08,001,adams,colorado
08,003,alamosa,colorado
08,005,arapahoe,colorado
08,007,archuleta,colorado
08,009,baca,colorado
08,011,bent,colorado
08,013,boulder,colorado
08,014,broomfield,colorado
08,015,chaffee,colorado
08,017,cheyenne,colorado
08,019,clear creek,colorado
08,021,conejos,colorado
08,023,costilla,colorado
08,025,crowley,colorado
08,027,custer,colorado
08,029,delta,colorado
08,031,denver,colorado
08,033,dolores,colorado
08,035,douglas,colorado
08,037,eagle,colorado
08,039,elbert,colorado
08,041,el paso,colorado
08,043,fremont,colorado
08,045,garfield,colorado
08,047,gilpin,colorado
08,049,grand,colorado
08,051,gunnison,colorado
08,053,hinsdale,colorado
08,055,huerfano,colorado
08,057,jackson,colorado
08,059,jefferson,colorado
08,061,kiowa,colorado
08,063,kit carson,colorado
08,065,lake,colorado
08,067,la plata,colorado
08,069,larimer,colorado
08,071,las animas,colorado
08,073,lincoln,colorado
08,075,logan,colorado
08,077,mesa,colorado
08,079,mineral,colorado
08,081,moffat,colorado
08,083,montezuma,colorado
08,085,montrose,colorado
08,087,morgan,colorado
08,089,otero,colorado
08,091,ouray,colorado
08,093,park,colorado
08,095,phillips,colorado
08,097,pitkin,colorado
08,099,prowers,colorado
08,101,pueblo,colorado
08,103,rio blanco,colorado
08,105,rio grande,colorado
08,107,routt,colorado
08,109,saguache,colorado
08,111,san juan,colorado
08,113,san miguel,colorado
08,115,sedgwick,colorado
08,117,summit,colorado
08,119,teller,colorado
08,121,washington,colorado
08,123,weld,colorado
08,125,yuma,colorado
09,001,fairfield,connecticut
09,003,hartford,connecticut
09,005,litchfield,connecticut
09,007,middlesex,connecticut
09,009,new haven,connecticut
09,011,new london,connecticut
09,013,tolland,connecticut
09,015,windham,connecticut
10,001,kent,delaware
10,003,new castle,delaware
10,005,sussex,delaware
11,001,district of c,district of columbia
12,001,alachua,florida
12,003,baker,florida
12,005,bay,florida
12,007,bradford,florida
12,009,brevard,florida
12,011,broward,florida
12,013,calhoun,florida
12,015,charlotte,florida
12,017,citrus,florida
12,019,clay,florida
12,021,collier,florida
12,023,columbia,florida
12,027,desoto,florida
12,029,dixie,florida
12,031,duval,florida
12,033,escambia,florida
12,035,flagler,florida
12,037,franklin,florida
12,039,gadsden,florida
12,041,gilchrist,florida
12,043,glades,florida
12,045,gulf,florida
12,047,hamilton,florida
12,049,hardee,florida
12,051,hendry,florida
12,053,hernando,florida
12,055,highlands,florida
12,057,hillsborough,florida
12,059,holmes,florida
12,061,indian river,florida
12,063,jackson,florida
12,065,jefferson,florida
12,067,lafayette,florida
12,069,lake,florida
12,071,lee,florida
12,073,leon,florida
12,075,levy,florida
12,077,liberty,florida
12,079,madison,florida
12,081,manatee,florida
12,083,marion,florida
12,085,martin,florida
12,086,miami-dade,florida
12,087,monroe,florida
12,089,nassau,florida
12,091,okaloosa,florida
12,093,okeechobee,florida
12,095,orange,florida
12,097,osceola,florida
12,099,palm beach,florida
12,101,pasco,florida
12,103,pinellas,florida
12,105,polk,florida
12,107,putnam,florida
12,109,st. johns,florida
12,111,st. lucie,florida
12,113,santa rosa,florida
12,115,sarasota,florida
12,117,seminole,florida
12,119,sumter,florida
12,121,suwannee,florida
12,123,taylor,florida
12,125,union,florida
12,127,volusia,florida
12,129,wakulla,florida
12,131,walton,florida
12,133,washington,florida
13,001,appling,georgia
13,003,atkinson,georgia
13,005,bacon,georgia
13,007,baker,georgia
13,009,baldwin,georgia
13,011,banks,georgia
13,013,barrow,georgia
13,015,bartow,georgia
13,017,ben hill,georgia
13,019,berrien,georgia
13,021,bibb,georgia
13,023,bleckley,georgia
13,025,brantley,georgia
13,027,brooks,georgia
13,029,bryan,georgia
13,031,bulloch,georgia
13,033,burke,georgia
13,035,butts,georgia
13,037,calhoun,georgia
13,039,camden,georgia
13,043,candler,georgia
13,045,carroll,georgia
13,047,catoosa,georgia
13,049,charlton,georgia
13,051,chatham,georgia
13,053,chattahoochee,georgia
13,055,chattooga,georgia
13,057,cherokee,georgia
13,059,clarke,georgia
13,061,clay,georgia
13,063,clayton,georgia
13,065,clinch,georgia
13,067,cobb,georgia
13,069,coffee,georgia
13,071,colquitt,georgia
13,073,columbia,georgia
13,075,cook,georgia
13,077,coweta,georgia
13,079,crawford,georgia
13,081,crisp,georgia
13,083,dade,georgia
13,085,dawson,georgia
13,087,decatur,georgia
13,089,dekalb,georgia
13,091,dodge,georgia
13,093,dooly,georgia
13,095,dougherty,georgia
13,097,douglas,georgia
13,099,early,georgia
13,101,echols,georgia
13,103,effingham,georgia
13,105,elbert,georgia
13,107,emanuel,georgia
13,109,evans,georgia
13,111,fannin,georgia
13,113,fayette,georgia
13,115,floyd,georgia
13,117,forsyth,georgia
13,119,franklin,georgia
13,121,fulton,georgia
13,123,gilmer,georgia
13,125,glascock,georgia
13,127,glynn,georgia
13,129,gordon,georgia
13,131,grady,georgia
13,133,greene,georgia
13,135,gwinnett,georgia
13,137,habersham,georgia
13,139,hall,georgia
13,141,hancock,georgia
13,143,haralson,georgia
13,145,harris,georgia
13,147,hart,georgia
13,149,heard,georgia
13,151,henry,georgia
13,153,houston,georgia
13,155,irwin,georgia
13,157,jackson,georgia
13,159,jasper,georgia
13,161,jeff davis,georgia
13,163,jefferson,georgia
13,165,jenkins,georgia
13,167,johnson,georgia
13,169,jones,georgia
13,171,lamar,georgia
13,173,lanier,georgia
13,175,laurens,georgia
13,177,lee,georgia
13,179,liberty,georgia
13,181,lincoln,georgia
13,183,long,georgia
13,185,lowndes,georgia
13,187,lumpkin,georgia
13,189,mcduffie,georgia
13,191,mcintosh,georgia
13,193,macon,georgia
13,195,madison,georgia
13,197,marion,georgia
13,199,meriwether,georgia
13,201,miller,georgia
13,205,mitchell,georgia
13,207,monroe,georgia
13,209,montgomery,georgia
13,211,morgan,georgia
13,213,murray,georgia
13,215,muscogee,georgia
13,217,newton,georgia
13,219,oconee,georgia
13,221,oglethorpe,georgia
13,223,paulding,georgia
13,225,peach,georgia
13,227,pickens,georgia
13,229,pierce,georgia
13,231,pike,georgia
13,233,polk,georgia
13,235,pulaski,georgia
13,237,putnam,georgia
13,239,quitman,georgia
13,241,rabun,georgia
13,243,randolph,georgia
13,245,richmond,georgia
13,247,rockdale,georgia
13,249,schley,georgia
13,251,screven,georgia
13,253,seminole,georgia
13,255,spalding,georgia
13,257,stephens,georgia
13,259,stewart,georgia
13,261,sumter,georgia
13,263,talbot,georgia
13,265,taliaferro,georgia
13,267,tattnall,georgia
13,269,taylor,georgia
13,271,telfair,georgia
13,273,terrell,georgia
13,275,thomas,georgia
13,277,tift,georgia
13,279,toombs,georgia
13,281,towns,georgia
13,283,treutlen,georgia
13,285,troup,georgia
13,287,turner,georgia
13,289,twiggs,georgia
13,291,union,georgia
13,293,upson,georgia
13,295,walker,georgia
13,297,walton,georgia
13,299,ware,georgia
13,301,warren,georgia
13,303,washington,georgia
13,305,wayne,georgia
13,307,webster,georgia
13,309,wheeler,georgia
13,311,white,georgia
13,313,whitfield,georgia
13,315,wilcox,georgia
13,317,wilkes,georgia
13,319,wilkinson,georgia
13,321,worth,georgia
15,001,hawaii,hawaii
15,003,honolulu,hawaii
15,005,kalawao,hawaii
15,007,kauai,hawaii
15,009,maui,hawaii
16,001,ada,idaho
16,003,adams,idaho
16,005,bannock,idaho
16,007,bear lake,idaho
16,009,benewah,idaho
16,011,bingham,idaho
16,013,blaine,idaho
16,015,boise,idaho
16,017,bonner,idaho
16,019,bonneville,idaho
16,021,boundary,idaho
16,023,butte,idaho
16,025,camas,idaho
16,027,canyon,idaho
16,029,caribou,idaho
16,031,cassia,idaho
16,033,clark,idaho
16,035,clearwater,idaho
16,037,custer,idaho
16,039,elmore,idaho
16,041,franklin,idaho
16,043,fremont,idaho
16,045,gem,idaho
16,047,gooding,idaho
16,049,idaho,idaho
16,051,jefferson,idaho
16,053,jerome,idaho
16,055,kootenai,idaho
16,057,latah,idaho
16,059,lemhi,idaho
16,061,lewis,idaho
16,063,lincoln,idaho
16,065,madison,idaho
16,067,minidoka,idaho
16,069,nez perce,idaho
16,071,oneida,idaho
16,073,owyhee,idaho
16,075,payette,idaho
16,077,power,idaho
16,079,shoshone,idaho
16,081,teton,idaho
16,083,twin falls,idaho
16,085,valley,idaho
16,087,washington,idaho
17,001,adams,illinois
17,003,alexander,illinois
17,005,bond,illinois
17,007,boone,illinois
17,009,brown,illinois
17,011,bureau,illinois
17,013,calhoun,illinois
17,015,carroll,illinois
17,017,cass,illinois
17,019,champaign,illinois
17,021,christian,illinois
17,023,clark,illinois
17,025,clay,illinois
17,027,clinton,illinois
17,029,coles,illinois
17,031,cook,illinois
17,033,crawford,illinois
17,035,cumberland,illinois
17,037,dekalb,illinois
17,039,de witt,illinois
17,041,douglas,illinois
17,043,dupage,illinois
17,045,edgar,illinois
17,047,edwards,illinois
17,049,effingham,illinois
17,051,fayette,illinois
17,053,ford,illinois
17,055,franklin,illinois
17,057,fulton,illinois
17,059,gallatin,illinois
17,061,greene,illinois
17,063,grundy,illinois
17,065,hamilton,illinois
17,067,hancock,illinois
17,069,hardin,illinois
17,071,henderson,illinois
17,073,henry,illinois
17,075,iroquois,illinois
17,077,jackson,illinois
17,079,jasper,illinois
17,081,jefferson,illinois
17,083,jersey,illinois
17,085,jo daviess,illinois
17,087,johnson,illinois
17,089,kane,illinois
17,091,kankakee,illinois
17,093,kendall,illinois
17,095,knox,illinois
17,097,lake,illinois
17,099,lasalle,illinois
17,101,lawrence,illinois
17,103,lee,illinois
17,105,livingston,illinois
17,107,logan,illinois
17,109,mcdonough,illinois
17,111,mchenry,illinois
17,113,mclean,illinois
17,115,macon,illinois
17,117,macoupin,illinois
17,119,madison,illinois
17,121,marion,illinois
17,123,marshall,illinois
17,125,mason,illinois
17,127,massac,illinois
17,129,menard,illinois
17,131,mercer,illinois
17,133,monroe,illinois
17,135,montgomery,illinois
17,137,morgan,illinois
17,139,moultrie,illinois
17,141,ogle,illinois
17,143,peoria,illinois
17,145,perry,illinois
17,147,piatt,illinois
17,149,pike,illinois
17,151,pope,illinois
17,153,pulaski,illinois
17,155,putnam,illinois
17,157,randolph,illinois
17,159,richland,illinois
17,161,rock island,illinois
17,163,st. clair,illinois
17,165,saline,illinois
17,167,sangamon,illinois
17,169,schuyler,illinois
17,171,scott,illinois
17,173,shelby,illinois
17,175,stark,illinois
17,177,stephenson,illinois
17,179,tazewell,illinois
17,181,union,illinois
17,183,vermilion,illinois
17,185,wabash,illinois
17,187,warren,illinois
17,189,washington,illinois
17,191,wayne,illinois
17,193,white,illinois
17,195,whiteside,illinois
17,197,will,illinois
17,199,williamson,illinois
17,201,winnebago,illinois
17,203,woodford,illinois
18,001,adams,indiana
18,003,allen,indiana
18,005,bartholomew,indiana
18,007,benton,indiana
18,009,blackford,indiana
18,011,boone,indiana
18,013,brown,indiana
18,015,carroll,indiana
18,017,cass,indiana
18,019,clark,indiana
18,021,clay,indiana
18,023,clinton,indiana
18,025,crawford,indiana
18,027,daviess,indiana
18,029,dearborn,indiana
18,031,decatur,indiana
18,033,dekalb,indiana
18,035,delaware,indiana
18,037,dubois,indiana
18,039,elkhart,indiana
18,041,fayette,indiana
18,043,floyd,indiana
18,045,fountain,indiana
18,047,franklin,indiana
18,049,fulton,indiana
18,051,gibson,indiana
18,053,grant,indiana
18,055,greene,indiana
18,057,hamilton,indiana
18,059,hancock,indiana
18,061,harrison,indiana
18,063,hendricks,indiana
18,065,henry,indiana
18,067,howard,indiana
18,069,huntington,indiana
18,071,jackson,indiana
18,073,jasper,indiana
18,075,jay,indiana
18,077,jefferson,indiana
18,079,jennings,indiana
18,081,johnson,indiana
18,083,knox,indiana
18,085,kosciusko,indiana
18,087,lagrange,indiana
18,089,lake,indiana
18,091,laporte,indiana
18,093,lawrence,indiana
18,095,madison,indiana
18,097,marion,indiana
18,099,marshall,indiana
18,101,martin,indiana
18,103,miami,indiana
18,105,monroe,indiana
18,107,montgomery,indiana
18,109,morgan,indiana
18,111,newton,indiana
18,113,noble,indiana
18,115,ohio,indiana
18,117,orange,indiana
18,119,owen,indiana
18,121,parke,indiana
18,123,perry,indiana
18,125,pike,indiana
18,127,porter,indiana
18,129,posey,indiana
18,131,pulaski,indiana
18,133,putnam,indiana
18,135,randolph,indiana
18,137,ripley,indiana
18,139,rush,indiana
18,141,st. joseph,indiana
18,143,scott,indiana
18,145,shelby,indiana
18,147,spencer,indiana
18,149,starke,indiana
18,151,steuben,indiana
18,153,sullivan,indiana
18,155,switzerland,indiana
18,157,tippecanoe,indiana
18,159,tipton,indiana
18,161,union,indiana
18,163,vanderburgh,indiana
18,165,vermillion,indiana
18,167,vigo,indiana
18,169,wabash,indiana
18,171,warren,indiana
18,173,warrick,indiana
18,175,washington,indiana
18,177,wayne,indiana
18,179,wells,indiana
18,181,white,indiana
18,183,whitley,indiana
19,001,adair,iowa
19,003,adams,iowa
19,005,allamakee,iowa
19,007,appanoose,iowa
19,009,audubon,iowa
19,011,benton,iowa
19,013,black hawk,iowa
19,015,boone,iowa
19,017,bremer,iowa
19,019,buchanan,iowa
19,021,buena vista,iowa
19,023,butler,iowa
19,025,calhoun,iowa
19,027,carroll,iowa
19,029,cass,iowa
19,031,cedar,iowa
19,033,cerro gordo,iowa
19,035,cherokee,iowa
19,037,chickasaw,iowa
19,039,clarke,iowa
19,041,clay,iowa
19,043,clayton,iowa
19,045,clinton,iowa
19,047,crawford,iowa
19,049,dallas,iowa
19,051,davis,iowa
19,053,decatur,iowa
19,055,delaware,iowa
19,057,des moines,iowa
19,059,dickinson,iowa
19,061,dubuque,iowa
19,063,emmet,iowa
19,065,fayette,iowa
19,067,floyd,iowa
19,069,franklin,iowa
19,071,fremont,iowa
19,073,greene,iowa
19,075,grundy,iowa
19,077,guthrie,iowa
19,079,hamilton,iowa
19,081,hancock,iowa
19,083,hardin,iowa
19,085,harrison,iowa
19,087,henry,iowa
19,089,howard,iowa
19,091,humboldt,iowa
19,093,ida,iowa
19,095,iowa,iowa
19,097,jackson,iowa
19,099,jasper,iowa
19,101,jefferson,iowa
19,103,johnson,iowa
19,105,jones,iowa
19,107,keokuk,iowa
19,109,kossuth,iowa
19,111,lee,iowa
19,113,linn,iowa
19,115,louisa,iowa
19,117,lucas,iowa
19,119,lyon,iowa
19,121,madison,iowa
19,123,mahaska,iowa
19,125,marion,iowa
19,127,marshall,iowa
19,129,mills,iowa
19,131,mitchell,iowa
19,133,monona,iowa
19,135,monroe,iowa
19,137,montgomery,iowa
19,139,muscatine,iowa
19,141,o'brien,iowa
19,143,osceola,iowa
19,145,page,iowa
19,147,palo alto,iowa
19,149,plymouth,iowa
19,151,pocahontas,iowa
19,153,polk,iowa
19,155,pottawattamie,iowa
19,157,poweshiek,iowa
19,159,ringgold,iowa
19,161,sac,iowa
19,163,scott,iowa
19,165,shelby,iowa
19,167,sioux,iowa
19,169,story,iowa
19,171,tama,iowa
19,173,taylor,iowa
19,175,union,iowa
19,177,van buren,iowa
19,179,wapello,iowa
19,181,warren,iowa
19,183,washington,iowa
19,185,wayne,iowa
19,187,webster,iowa
19,189,winnebago,iowa
19,191,winneshiek,iowa
19,193,woodbury,iowa
19,195,worth,iowa
19,197,wright,iowa
20,001,allen,kansas
20,003,anderson,kansas
20,005,atchison,kansas
20,007,barber,kansas
20,009,barton,kansas
20,011,bourbon,kansas
20,013,brown,kansas
20,015,butler,kansas
20,017,chase,kansas
20,019,chautauqua,kansas
20,021,cherokee,kansas
20,023,cheyenne,kansas
20,025,clark,kansas
20,027,clay,kansas
20,029,cloud,kansas
20,031,coffey,kansas
20,033,comanche,kansas
20,035,cowley,kansas
20,037,crawford,kansas
20,039,decatur,kansas
20,041,dickinson,kansas
20,043,doniphan,kansas
20,045,douglas,kansas
20,047,edwards,kansas
20,049,elk,kansas
20,051,ellis,kansas
20,053,ellsworth,kansas
20,055,finney,kansas
20,057,ford,kansas
20,059,franklin,kansas
20,061,geary,kansas
20,063,gove,kansas
20,065,graham,kansas
20,067,grant,kansas
20,069,gray,kansas
20,071,greeley,kansas
20,073,greenwood,kansas
20,075,hamilton,kansas
20,077,harper,kansas
20,079,harvey,kansas
20,081,haskell,kansas
20,083,hodgeman,kansas
20,085,jackson,kansas
20,087,jefferson,kansas
20,089,jewell,kansas
20,091,johnson,kansas
20,093,kearny,kansas
20,095,kingman,kansas
20,097,kiowa,kansas
20,099,labette,kansas
20,101,lane,kansas
20,103,leavenworth,kansas
20,105,lincoln,kansas
20,107,linn,kansas
20,109,logan,kansas
20,111,lyon,kansas
20,113,mcpherson,kansas
20,115,marion,kansas
20,117,marshall,kansas
20,119,meade,kansas
20,121,miami,kansas
20,123,mitchell,kansas
20,125,montgomery,kansas
20,127,morris,kansas
20,129,morton,kansas
20,131,nemaha,kansas
20,133,neosho,kansas
20,135,ness,kansas
20,137,norton,kansas
20,139,osage,kansas
20,141,osborne,kansas
20,143,ottawa,kansas
20,145,pawnee,kansas
20,147,phillips,kansas
20,149,pottawatomie,kansas
20,151,pratt,kansas
20,153,rawlins,kansas
20,155,reno,kansas
20,157,republic,kansas
20,159,rice,kansas
20,161,riley,kansas
20,163,rooks,kansas
20,165,rush,kansas
20,167,russell,kansas
20,169,saline,kansas
20,171,scott,kansas
20,173,sedgwick,kansas
20,175,seward,kansas
20,177,shawnee,kansas
20,179,sheridan,kansas
20,181,sherman,kansas
20,183,smith,kansas
20,185,stafford,kansas
20,187,stanton,kansas
20,189,stevens,kansas
20,191,sumner,kansas
20,193,thomas,kansas
20,195,trego,kansas
20,197,wabaunsee,kansas
20,199,wallace,kansas
20,201,washington,kansas
20,203,wichita,kansas
20,205,wilson,kansas
20,207,woodson,kansas
20,209,wyandotte,kansas
21,001,adair,kentucky
21,003,allen,kentucky
21,005,anderson,kentucky
21,007,ballard,kentucky
21,009,barren,kentucky
21,011,bath,kentucky
21,013,bell,kentucky
21,015,boone,kentucky
21,017,bourbon,kentucky
21,019,boyd,kentucky
21,021,boyle,kentucky
21,023,bracken,kentucky
21,025,breathitt,kentucky
21,027,breckinridge,kentucky
21,029,bullitt,kentucky
21,031,butler,kentucky
21,033,caldwell,kentucky
21,035,calloway,kentucky
21,037,campbell,kentucky
21,039,carlisle,kentucky
21,041,carroll,kentucky
21,043,carter,kentucky
21,045,casey,kentucky
21,047,christian,kentucky
21,049,clark,kentucky
21,051,clay,kentucky
21,053,clinton,kentucky
21,055,crittenden,kentucky
21,057,cumberland,kentucky
21,059,daviess,kentucky
21,061,edmonson,kentucky
21,063,elliott,kentucky
21,065,estill,kentucky
21,067,fayette,kentucky
21,069,fleming,kentucky
21,071,floyd,kentucky
21,073,franklin,kentucky
21,075,fulton,kentucky
21,077,gallatin,kentucky
21,079,garrard,kentucky
21,081,grant,kentucky
21,083,graves,kentucky
21,085,grayson,kentucky
21,087,green,kentucky
21,089,greenup,kentucky
21,091,hancock,kentucky
21,093,hardin,kentucky
21,095,harlan,kentucky
21,097,harrison,kentucky
21,099,hart,kentucky
21,101,henderson,kentucky
21,103,henry,kentucky
21,105,hickman,kentucky
21,107,hopkins,kentucky
21,109,jackson,kentucky
21,111,jefferson,kentucky
21,113,jessamine,kentucky
21,115,johnson,kentucky
21,117,kenton,kentucky
21,119,knott,kentucky
21,121,knox,kentucky
21,123,larue,kentucky
21,125,laurel,kentucky
21,127,lawrence,kentucky
21,129,lee,kentucky
21,131,leslie,kentucky
21,133,letcher,kentucky
21,135,lewis,kentucky
21,137,lincoln,kentucky
21,139,livingston,kentucky
21,141,logan,kentucky
21,143,lyon,kentucky
21,145,mccracken,kentucky
21,147,mccreary,kentucky
21,149,mclean,kentucky
21,151,madison,kentucky
21,153,magoffin,kentucky
21,155,marion,kentucky
21,157,marshall,kentucky
21,159,martin,kentucky
21,161,mason,kentucky
21,163,meade,kentucky
21,165,menifee,kentucky
21,167,mercer,kentucky
21,169,metcalfe,kentucky
21,171,monroe,kentucky
21,173,montgomery,kentucky
21,175,morgan,kentucky
21,177,muhlenberg,kentucky
21,179,nelson,kentucky
21,181,nicholas,kentucky
21,183,ohio,kentucky
21,185,oldham,kentucky
21,187,owen,kentucky
21,189,owsley,kentucky
21,191,pendleton,kentucky
21,193,perry,kentucky
21,195,pike,kentucky
21,197,powell,kentucky
21,199,pulaski,kentucky
21,201,robertson,kentucky
21,203,rockcastle,kentucky
21,205,rowan,kentucky
21,207,russell,kentucky
21,209,scott,kentucky
21,211,shelby,kentucky
21,213,simpson,kentucky
21,215,spencer,kentucky
21,217,taylor,kentucky
21,219,todd,kentucky
21,221,trigg,kentucky
21,223,trimble,kentucky
21,225,union,kentucky
21,227,warren,kentucky
21,229,washington,kentucky
21,231,wayne,kentucky
21,233,webster,kentucky
21,235,whitley,kentucky
21,237,wolfe,kentucky
21,239,woodford,kentucky
22,001,acadia,louisiana
22,003,allen,louisiana
22,005,ascension,louisiana
22,007,assumption,louisiana
22,009,avoyelles,louisiana
22,011,beauregard,louisiana
22,013,bienville,louisiana
22,015,bossier,louisiana
22,017,caddo,louisiana
22,019,calcasieu,louisiana
22,021,caldwell,louisiana
22,023,cameron,louisiana
22,025,catahoula,louisiana
22,027,claiborne,louisiana
22,029,concordia,louisiana
22,031,de soto,louisiana
22,033,east baton rouge,louisiana
22,035,east carroll,louisiana
22,037,east feliciana,louisiana
22,039,evangeline,louisiana
22,041,franklin,louisiana
22,043,grant,louisiana
22,045,iberia,louisiana
22,047,iberville,louisiana
22,049,jackson,louisiana
22,051,jefferson,louisiana
22,053,jefferson davis,louisiana
22,055,lafayette,louisiana
22,057,lafourche,louisiana
22,059,lasalle,louisiana
22,061,lincoln,louisiana
22,063,livingston,louisiana
22,065,madison,louisiana
22,067,morehouse,louisiana
